PT,AN,DT,TI,FT,AU,BA,GP,ED,SO,VL,IS,SU,PS,PD,PY,UR,AW,NT,LA,U1,U2,AB,C1,EM,RI,OI,PU,PA,SC,SN,BN,BD,DE,TN,ST,OR,DI,UT,PM,OA,HC,HP,DA
J,ZOOR15006031653,Article,"Short-term effects of a wildfire on the endangered Dupont's Lark Chersophilus duponti in an arid shrub-steppe of central Spain.",,"Perez-Granados, Cristian; Lopez-Iborra, German M.; Serrano-Davies, Eva; Noguerales, Victor; Garza, Vicente; Justribo, Jorge H.; Suarez, Francisco",,,,"Acta Ornithologica (Warsaw)",48,2,,201-210,"Win 2013",2013,,,,English,2,13,"In Europe, Dupont's Lark Chersophilus duponti is a threatened open-habitat bird. Prescribed burning has sometimes been proposed for its conservation, but without evidence of its effectiveness. To evaluate the short-term effects of a summer wildfire on this species, we performed several transect counts in the burnt and unburnt parts of a shrub-steppe in central Spain. The same transects were counted within a three-year interval prior to the fire and were repeated during the first two springs after the fire. We also measured the vegetation during the first two springs after the fire. In the burnt area, we observed a decrease of about 85-100% in Dupont's Lark abundance, and about 7-15% in the control area. The disappearance of the scrub cover after fire and its slow regeneration, as well as the large increase in grass cover during the second year, may explain the decrease in this habitat-specialist bird species. Fire should be avoided in areas occupied by the Dupont's Lark, as its negative effects in the short-term may cause local extinctions. However, prescribed burning may be used in neighboring areas to create new open habitats that may be subsequently colonized by this species.","Perez-Granados, Cristian; Univ Alicante, Fac Sci, 03690 POB 99, Alicante, E-03080, Spain, Spain.",cristian.perez@ua.es,"Noguerales, Victor/C-4376-2013","Noguerales, Victor/0000-0003-3185-778X; Perez-Granados, Cristian/0000-0003-3247-4182",,,"Biodiversity & Conservation; Environmental Sciences & Ecology; Zoology","0001-6454; 1734-8471",,"Conservation; Conservation measures; Habitat; Terrestrial habitat; Abiotic factors; Physical factors; Land zones; Palaearctic region; Eurasia; Europe","Chersophilus duponti [Habitat management /  / short-term effects] [Grassland / Arid shrub-steppe / ] [Fire / Summer wildfire / ] [Spain / Soria, Castilla y Leon Autonomous Community / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata, Aves, Passeriformes, Alaudidae","Chersophilus duponti (Alaudidae).",,ZOOREC:ZOOR15006031653,,,,,2018/06/21
J,ZOOR15005022477,Article,"The Birds of the Cienega de Santa Clara, a wetland of international importance within the Colorado River Delta.",,"Hinojosa-Huerta, Osvel; Soto-Montoya, Eduardo; Gomez-Sapiens, Martha; Calvo-Fonseca, Alejandra; Guzman-Olachea, Ricardo; Butron-Mendez, Juan; Juan Butron-Rodriguez, Jose; Roman-Rodriguez, Martha",,,,"Ecological Engineering",59,,,61-73,2013/10/01,2013,,,,English,0,30,"The Cienega de Santa Clara is the largest marsh in the Sonoran Desert and the most important wetland in the Colorado River delta. We present the information on the state of the birds in the Cienega and a checklist of the species that have been detected at the site. We also summarize the ornithological work that has been conducted and compiled recommendations for bird conservation. A total of 261 species of birds have been detected in the Cienega de Santa Clara, representing 71% of the species known to the Colorado River delta. The birds of the Cienega include 189 migratory species (70.4%), 49 year-round residents (18.7%), and 28 breeding visitors (10.7%). Twenty-seven species are federally protected in Mexico, four of them as Endangered, eight as Threatened, and 15 under Special Protection. The Cienega provides critical habitat for migratory waterbirds, with maximum counts of 280,000 shorebirds in the southern mudflats, as well as for breeding marsh birds, including Yuma Clapper Rails, Virginia Rails and California Black Rails, with maximum estimates of 8600, 7150 and 400 individuals respectively. Other species of concern that occur regularly in the Cienega include Least Bittern, Snowy Plover, Least Tern, and Large-billed Savannah Sparrow. This wetland also provides important stopover habitat for 81 species of Neotropical migratory landbirds during their northbound spring migration, particularly for Wilson's Warbler, Swainson's Thrush, Yellow Warbler, Pacific-slope Flycatcher, and Willow Flycatcher. Binational cooperation is essential to protect the Cienega in the long-term, especially in terms of dedicating the necessary water for its maintenance. Active management actions are also becoming an important part of habitat conservation, including land protection mechanisms, sediment removal, and fire management. (C) 2013 Elsevier B.V. All rights reserved.","Hinojosa-Huerta, Osvel; Pronatura Noroeste, Ave Jalisco 903, San Luis Rio Colorado, Sonora, 83440, Mexico, Mexico.",osvelhh@gmail.com,,,,,"Zoology; Environmental Sciences & Ecology",0925-8574,,"Documentation; Publications; Habitat; Land zones; Nearctic region; North America","Aves [Checklists / Annotated species checklist / ] [Semiaquatic habitat / Wetlands habitat / ] [River Colorado / Cienega de Santa Clara / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata","Aves (Vertebrata).",,ZOOREC:ZOOR15005022477,,,,,2018/06/21
J,ZOOR15001000784,Article,"Bird response to fire severity and repeated burning in upland hardwood forest.",,"Greenberg, Cathryn H.; Waldrop, Thomas A.; Tomcho, Joseph; Phillips, Ross J.; Simon, Dean",,,,"Forest Ecology and Management",304,,,80-88,2013/09/15,2013,,,,English,1,34,"Prescribed burning is a common management tool for upland hardwood forests, with wildlife habitat improvement an often cited goal. Fire management for wildlife conservation requires understanding how species respond to burning at different frequencies, severities, and over time. In an earlier study, we experimentally assessed how breeding bird communities and species responded to fuel reduction treatments by mechanical understory reduction, low-severity prescribed fires, or mechanical understory reduction followed a year later by high-severity prescribed fires in upland hardwood forest. Here, we assess longer-term response to the initial mechanical treatment (M), and a second low-intensity burn in twice burned (B2) and mechanical + twice burned (MB2) treatments and controls (C). Initial (2003) higher dead fuel loadings and consequently high-severity fires in MB2 created open-canopy structure with abundant snags, resulting in much higher species richness and density of breeding birds compared to other treatments. Relative bird density and richness remained much higher in MB2 after a second burn, but few changes were evident that were not already apparent after one burn. The initial (2003) burn in B2 had cooler, low-severity fires that killed few trees. Delayed tree mortality occurred in both burn treatments after one burn, and continued in both after a second low-intensity burn. In B2, this resulted in gradual development of a ""perforated,"" patchy canopy structure with more snags. Abundance of total birds and most species in B2 was similar to C, but several additional species associated with open-forest conditions occurred at low levels, increasing richness in B2. In both burn treatments, burning temporarily reduced habitat suitability for ground-nesting birds. Bird communities in M were similar to C, as shrubs recovered rapidly. Results indicate that one or two relatively low-intensity burns with patches of hotter fire may result in gradual, subtle changes to canopy cover and structure that may slightly increase bird species richness over time. In contrast, a single high-intensity, high severity fire can create young forest conditions and a heterogeneous canopy structure that can be maintained by repeated burning and increase breeding bird relative abundance and richness by attracting disturbance-adapted species while retaining most other forest species. Published by Elsevier B.V.","Greenberg, Cathryn H.; USDA Forest Serv, Southern Res Stn, 1577 Brevard Rd, Asheville, NC, 28806, USA, USA.",kgreenberg@fs.fed.us,,,,,"Environmental Sciences & Ecology; Biodiversity & Conservation; Zoology; Forestry",0378-1127,,"Conservation; Conservation measures; Ecology; Habitat; Terrestrial habitat; Abiotic factors; Physical factors; Land zones; Nearctic region; North America; USA","Aves [Habitat management /  / ] [Community structure /  / ] [Forest and woodland / Hardwood forest / ] [Fire / Fire severity & repeated burning / ] [North Carolina / Polk County, Green River Game Land / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata","Aves (Vertebrata).",,ZOOREC:ZOOR15001000784,,green_published,,,2018/06/21
J,ZOOR15001000790,Article,"Simulating avian species and foraging group responses to fuel reduction treatments in coniferous forests.",,"White, Angela M.; Zipkin, Elise F.; Manley, Patricia N.; Schlesinger, Matthew D.",,,,"Forest Ecology and Management",304,,,261-274,2013/09/15,2013,,,,English,2,45,"Over a century of fire suppression activities have altered the structure and composition of mixed conifer forests throughout the western United States. In the absence of fire, fuels have accumulated in these forests causing concerns over the potential for catastrophic wildfires. Fuel reduction treatments are being used on federal and state lands to reduce the threat of wildfire by mechanically removing biomass. Although these treatments result in a reduction in fire hazard, their impact on wildlife is less clear. We use a multi-species occupancy modeling approach to build habitat-suitability models for 46 upland forest birds found in the Lake Tahoe Basin in the Sierra Nevada based on forest structure and abiotic variables. Using a Bayesian hierarchical framework, we predict species-specific and community-level responses to changes in forest structure and make inferences about responses of important avian foraging guilds. Disparities within and among foraging group responses to canopy cover, tree size and shrub cover emphasized the complexities in managing forests to meet biodiversity goals. Based on our species-specific model results, we predicted changes in species richness and community similarity under forest prescriptions representing three management practices: no active management, a typical fuel reduction treatment that emphasizes spacing between trees, and a thinning prescription that creates structural heterogeneity. Simulated changes to structural components of the forest analogous to management practices to reduce fuel loads clearly affected foraging groups differentially despite variability in responses within guilds. Although species richness was predicted to decrease slightly under both simulated fuels reduction treatments, the prescription that incorporated structural heterogeneity retained marginally higher species richness. The composition of communities supported by different management alternatives was influenced by urbanization and management practice, emphasizing the importance of creating heterogeneity at the landscape scale. Published by Elsevier B.V.","White, Angela M.; US Forest Serv, USDA, 1731 Res Pk Dr, Davis, CA, 95618, USA, USA.",angelawhite@fs.fed.us,"White, Angela/N-7088-2013","White, Angela/0000-0001-7499-7390",,,"Forestry; Zoology; Environmental Sciences & Ecology; Nutrition & Dietetics",0378-1127,,"Animals and man; Disturbance by man; Commercial activities; Techniques; Nutrition; Feeding behaviour; Ecology; Habitat; Terrestrial habitat; Land zones; Nearctic region; North America","Aves [Forestry / Fuel reduction treatments / ] [Ecological techniques / Ecological models / ] [Foraging / Foraging group / ] [Community structure /  / ] [Forest and woodland / Coniferous forest / ] [USA / Lake Tahoe / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata","Aves (Vertebrata).",,ZOOREC:ZOOR15001000790,,green_published,,,2018/06/21
J,ZOOR14911060367,Article,"Influence of fire and salvage logging on site occupancy of spotted owls in the San Bernardino and San Jacinto Mountains of Southern California.",,"Lee, Derek E.; Bond, Monica L.; Borchert, Mark I.; Tanner, Richard",,,,"Journal of Wildlife Management",77,7,,1327-1341,2013/09/01,2013,,,,English,2,55,"Fire over the past decade has affected forests in the San Bernardino Mountains of southern California, providing an excellent opportunity to examine how this disturbance, and subsequent post-fire salvage logging, influenced California spotted owl (Strix occidentalis occidentalis) breeding-season site occupancy dynamics there and in the nearby San Jacinto Mountains. Using occupancy survey data from 2003 to 2011 for all-detections and pairs-only data, we estimated annual extinction and colonization probabilities at 71 burned and 97 unburned breeding-season sites before and after fire, while controlling for confounding effects of non-fire-related temporal variation and among-site differences in habitat characteristics. We found no statistically significant effects of fire or salvage logging on occupancy dynamics of spotted owls of southern California. However, we found some evidence that fire and logging effects could be biologically meaningful. For pairs data, the model-averaged mean of fire-related effects on colonization and extinction probabilities resulted in a 0.062 lesser site-occupancy probability in burned sites 1-year post-fire relative to unburned sites. Post-fire salvage logging reduced occupancy an additional 0.046 relative to sites that only burned. We documented a threshold-type relationship between extinction and colonization probabilities and the amount of forested habitat (conifer or hardwood tree cover types) that burned at high severity within a 203-ha core area around spotted owl nests and roost centroids. Sites where approximately 0-50ha of forested habitat within the core area burned at high severity had extinction probabilities similar to unburned sites, but where more than approximately 50ha of forested habitat burned severely, extinction probability increased approximately 0.003 for every additional hectare severely burned. The majority (75%) of sites burned below this threshold. Sites where high-severity fire affected >50ha of forested habitat could still support spotted owls, so all burned sites should be monitored for occupancy before management actions such as salvage logging are undertaken that could be detrimental to the subspecies. We also recommend that managers strive to reduce human-caused ignitions along the wildland-urban interface, particularly at lower elevations where owl sites are at higher risk of extinction from fire. [copyright] 2013 The Wildlife Society.","Lee, Derek E.; Wild Nat Inst, POB 165, Hanover, NH, 03755, USA, USA.",derek@wildnatureinstitute.org,"Bond, Monica/E-3161-2013; Lee, Derek/E-1131-2013","Bond, Monica/0000-0001-8500-6564; Lee, Derek/0000-0002-1042-9543",,,"Zoology; Forestry; Biodiversity & Conservation; Environmental Sciences & Ecology; Reproductive Biology",0022-541X,,"Animals and man; Disturbance by man; Commercial activities; Conservation; Conservation measures; Reproduction; Reproductive behaviour; Ecology; Abiotic factors; Physical factors; Land zones; Nearctic region; North America; USA","Strix occidentalis occidentalis [Forestry / Logging / ] [Habitat management /  / ] [Breeding site /  / ] [Breeding season /  / ] [Population dynamics / Local extinction / ] [Fire /  / ] [California / San Bernardino & San Jacinto Mountains / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata, Aves, Strigiformes, Strigidae","Strix occidentalis occidentalis (Strigidae).",,ZOOREC:ZOOR14911060367,,,,,2018/06/21
J,ZOOR15010052955,Article,"Limited Population Structure, Genetic Drift and Bottlenecks Characterise an Endangered Bird Species in a Dynamic, Fire-Prone Ecosystem.",,"Brown, Sarah M.; Harrisson, Katherine A.; Clarke, Rohan H.; Bennett, Andrew F.; Sunnucks, Paul",,,,"PLoS ONE",8,4,,e59732,2013/04/23,2013,,,,English,0,1,"Fire is a major disturbance process in many ecosystems world-wide, resulting in spatially and temporally dynamic landscapes. For populations occupying such environments, fire-induced landscape change is likely to influence population processes, and genetic patterns and structure among populations. The Mallee Emu-wren Stipiturus mallee is an endangered passerine whose global distribution is confined to fire-prone, semi-arid mallee shrublands in south-eastern Australia. This species, with poor capacity for dispersal, has undergone a precipitous reduction in distribution and numbers in recent decades. We used genetic analyses of 11 length-variable, nuclear loci to examine population structure and processes within this species, across its global range. Populations of the Mallee Emu-wren exhibited a low to moderate level of genetic diversity, and evidence of bottlenecks and genetic drift. Bayesian clustering methods revealed weak genetic population structure across the species' range. The direct effects of large fires, together with associated changes in the spatial and temporal patterns of suitable habitat, have the potential to cause population bottlenecks, serial local extinctions and subsequent recolonisation, all of which may interact to erode and homogenise genetic diversity in this species. Movement among temporally and spatially shifting habitat, appears to maintain long-term genetic connectivity. A plausible explanation for the observed genetic patterns is that, following extensive fires, recolonisation exceeds in-situ survival as the primary driver of population recovery in this species. These findings suggest that dynamic, fire-dominated landscapes can drive genetic homogenisation of populations of species with low-mobility and specialised habitat that otherwise would be expected to show strongly structured populations. Such effects must be considered when formulating management actions to conserve species in fire-prone systems.","Brown, Sarah M.; Deakin Univ, Sch Life & Environm Sci, Burwood, Australia, Australia.",sarah.brown@monash.edu,,"Sunnucks, Paul/0000-0002-8139-7059",,,"Biodiversity & Conservation; Environmental Sciences & Ecology; Zoology; Genetics & Heredity",1932-6203,,"Conservation; Genetics; Ecology; Population dynamics; Abiotic factors; Physical factors; Land zones; Australasian region; Australasia; Australia","Stipiturus mallee [Conservation /  / ] [Population genetics /  / ] [Survival /  / ] [Fire / Fire induced landscape changes / ] [South Australia / Murray Mallee / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata, Aves, Passeriformes, Maluridae","Stipiturus mallee (Maluridae).",,ZOOREC:ZOOR15010052955,23626668,gold,,,2018/06/21
J,ZOOR14912064840,Article,"Long-distance dispersal in a fire- and livestock-protected savanna.",,"Tarazi, Roberto; Sebbenn, Alexandre M.; Kageyama, Paulo Y.; Vencovsky, Roland",,,,"Ecology and Evolution",3,4,,1003-1015,2013/04/01,2013,,,,English,0,47,"Savannas are highly diverse and dynamic environments that can shift to forest formations due to protection policies. Long-distance dispersal may shape the genetic structure of these new closed forest formations. We analyzed eight microsatellite loci using a single-time approach to understand contemporary pollen and effective seed dispersal of the tropical tree, Copaifera langsdorffii Desf. (Fabaceae), occurring in a Brazilian fire- and livestock-protected savanna. We sampled all adult trees found within a 10.24ha permanent plot, young trees within a subplot of 1.44ha and open-pollinated seeds. We detected a very high level of genetic diversity among the three generations in the studied plot. Parentage analysis revealed high pollen immigration rate (0.64) and a mean contemporary pollen dispersal distance of 74m. In addition, half-sib production was 1.8 times higher than full-sibs in significant higher distances, indicating foraging activity preference for different trees at long distances. There was a significant and negative correlation between diameter at breast height (DBH) of the pollen donor with the number of seeds (r=0.640, P-value=0.032), suggesting that pollen donor trees with a higher DBH produce less seeds. The mean distance of realized seed dispersal (recruitment kernel) was 135m due to the large home range dispersers (birds and mammals) in the area. The small magnitude of spatial genetic structure found in young trees may be a consequence of overlapping seed shadows and increased tree density. Our results show the positive side of closed canopy expansion, where animal activities regarding pollination and seed dispersal are extremely high.","Tarazi, Roberto; Univ Sao Paulo, Dept Genet, CP 9, Piracicaba, SP, BR-13418900 BC, Brazil, Brazil.",betotarazi@yahoo.com.br,"Kageyama, Paulo/L-2221-2015","Sebbenn, Alexandre/0000-0003-2352-0941; Tarazi, Roberto/0000-0001-8080-441X",,,"Zoology; Environmental Sciences & Ecology",2045-7758,,"Associations; Mutualism; Habitat; Terrestrial habitat; Land zones; Neotropical region; South America","Apis mellifera; Scaptotrigona; Trigona [Pollination / Copaifera langsdorffii / Spatial genetic structure & dispersal distance] [Grassland / Savanna / ] [Brazil / Sao Paulo, Ecological Station of Assis / ]. Aves; Formicidae; Primates [Seed dispersal / Copaifera langsdorffii / Spatial genetic structure & dispersal distance] [Grassland / Savanna / ] [Brazil / Sao Paulo, Ecological Station of Assis / ].","Arthropods; Birds; Chordates; Hymenopterans; Insects; Invertebrates; Mammals; Primates; Vertebrates","Animalia, Arthropoda, Insecta, Hymenoptera, Apocrita, Aculeata, Apoidea, Apidae, Formicoidea, Chordata, Vertebrata, Mammalia","Apis mellifera (Apidae). Scaptotrigona (Apidae). Trigona (Apidae). Formicidae (Formicoidea). Aves (Vertebrata). Primates (Mammalia).",,ZOOREC:ZOOR14912064840,23610640,gold,,,2018/06/21
J,ZOOR15001000173,Article,"Limited Population Structure, Genetic Drift and Bottlenecks Characterise an Endangered Bird Species in a Dynamic, Fire-Prone Ecosystem.",,"Brown, Sarah M.; Harrisson, Katherine A.; Clarke, Rohan H.; Bennett, Andrew F.; Sunnucks, Paul",,,,"PLoS ONE",8,4,,"e59732, 1-10",2013/04/01,2013,,,,English,0,1,"Fire is a major disturbance process in many ecosystems world-wide, resulting in spatially and temporally dynamic landscapes. For populations occupying such environments, fire-induced landscape change is likely to influence population processes, and genetic patterns and structure among populations. The Mallee Emu-wren Stipiturus mallee is an endangered passerine whose global distribution is confined to fire-prone, semi-arid mallee shrublands in south-eastern Australia. This species, with poor capacity for dispersal, has undergone a precipitous reduction in distribution and numbers in recent decades. We used genetic analyses of 11 length-variable, nuclear loci to examine population structure and processes within this species, across its global range. Populations of the Mallee Emu-wren exhibited a low to moderate level of genetic diversity, and evidence of bottlenecks and genetic drift. Bayesian clustering methods revealed weak genetic population structure across the species' range. The direct effects of large fires, together with associated changes in the spatial and temporal patterns of suitable habitat, have the potential to cause population bottlenecks, serial local extinctions and subsequent recolonisation, all of which may interact to erode and homogenise genetic diversity in this species. Movement among temporally and spatially shifting habitat, appears to maintain long-term genetic connectivity. A plausible explanation for the observed genetic patterns is that, following extensive fires, recolonisation exceeds in-situ survival as the primary driver of population recovery in this species. These findings suggest that dynamic, fire-dominated landscapes can drive genetic homogenisation of populations of species with low-mobility and specialised habitat that otherwise would be expected to show strongly structured populations. Such effects must be considered when formulating management actions to conserve species in fire-prone systems.","Brown, Sarah M.; Deakin Univ, Sch Life & Environm Sci, Burwood, Australia, Australia.",sarah.brown@monash.edu,,,,,"Biodiversity & Conservation; Zoology; Environmental Sciences & Ecology; Genetics & Heredity",1932-6203,,"Conservation; Genetics; Abiotic factors; Physical factors; Land zones; Australasian region; Australasia","Stipiturus mallee [Conservation measures / Conservation implications / ] [Molecular genetics / Genetic divergence / ] [Population genetics / Population genetic structure / ] [Fire /  / ] [Australia / South east / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata, Aves, Passeriformes, Maluridae","Stipiturus mallee (Maluridae).",,ZOOREC:ZOOR15001000173,,gold,,,2018/06/21
J,ZOOR15010052858,Article,"Emulating Natural Disturbances for Declining Late-Successional Species: A Case Study of the Consequences for Cerulean Warblers (Setophaga cerulea).",,"Boves, Than J.; Buehler, David A.; Sheehan, James; Wood, Petra Bohall; Rodewald, Amanda D.; Larkin, Jeffrey L.; Keyser, Patrick D.; Newell, Felicity L.; George, Gregory A.; Bakermans, Marja H.; Evans, Andrea; Beachy, Tiffany A.; McDermott, Molly E.; Perkins, Kelly A.; White, Matthew; Wigley, T. Bently",,,,"PLoS ONE",8,1,,e52107,2013/01/04,2013,,,,English,2,86,"Forest cover in the eastern United States has increased over the past century and while some late-successional species have benefited from this process as expected, others have experienced population declines. These declines may be in part related to contemporary reductions in small-scale forest interior disturbances such as fire, windthrow, and treefalls. To mitigate the negative impacts of disturbance alteration and suppression on some late-successional species, strategies that emulate natural disturbance regimes are often advocated, but large-scale evaluations of these practices are rare. Here, we assessed the consequences of experimental disturbance (using partial timber harvest) on a severely declining late-successional species, the cerulean warbler (Setophaga cerulea), across the core of its breeding range in the Appalachian Mountains. We measured numerical (density), physiological (body condition), and demographic (age structure and reproduction) responses to three levels of disturbance and explored the potential impacts of disturbance on source-sink dynamics. Breeding densities of warblers increased one to four years after all canopy disturbances (vs. controls) and males occupying territories on treatment plots were in better condition than those on control plots. However, these beneficial effects of disturbance did not correspond to improvements in reproduction; nest success was lower on all treatment plots than on control plots in the southern region and marginally lower on light disturbance plots in the northern region. Our data suggest that only habitats in the southern region acted as sources, and interior disturbances in this region have the potential to create ecological traps at a local scale, but sources when viewed at broader scales. Thus, cerulean warblers would likely benefit from management that strikes a landscape-level balance between emulating natural disturbances in order to attract individuals into areas where current structure is inappropriate, and limiting anthropogenic disturbance in forests that already possess appropriate structural attributes in order to maintain maximum productivity.","Boves, Than J.; Univ Illinois, Dept Nat Resources & Environm Sci, Urbana, IL, 61801, USA, USA.",tboves@illinois.edu,"Rodewald, Amanda/I-6308-2016","Rodewald, Amanda/0000-0002-6719-6306",,,"Zoology; Environmental Sciences & Ecology; Biodiversity & Conservation; Physiology; Reproductive Biology",1932-6203,,"Conservation; Whole animal physiology; Reproduction; Ecology; Land zones; Nearctic region","Setophaga cerulea [Conservation measures /  / Impacts of natural disturbances] [Physiological condition / Body condition / ] [Reproduction /  / ] [Population dynamics / Population decline / ] [North America / Appalachian Mountains / ].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata, Aves, Passeriformes, Parulidae","Setophaga cerulea (Parulidae).",,ZOOREC:ZOOR15010052858,23308104,gold,,,2018/06/21
J,ZOOR15106037243,Article,"Natural history of the Fire-eyed Diucon (Xolmis pyrope) in central Chile, with emphasis on its breeding biology.","HISTORIA NATURAL DEL DIUCON (XOLMIS PYROPE) EN CHILE CENTRAL, CON ENFASIS EN SU BIOLOGIA REPRODUCTIVA.","Marin, Manuel",,,,"Ornitologia Neotropical",24,3,,345-357,2013,2013,,,,Spanish,1,3,"Natural history of the Fire-eyed Diucon (Xo/mis pyrope) in central Chile, with emphasis on its breeding biology. The breeding biology of the Fire-eyed Diucon (Xolmis pyrope) was studied in a private reserve in central Chile. Its breeding season extended from late September to late December, with a peak in October. The nest is typically cup-shaped, and bulky built with sticks, a midthick layer of mosses and, lining was primarily made with soft vegetable items and mammalian hair depending on availability, e.g., horse or rabbit fur, and occasionally feathers of other bird species. Nests were placed at an average height of 2.2 m. Although there was no clear preference in nesting for native shrubs/trees, there was a slight tendency to prefer second growths of Acacia caven. Clutch size was two to four eggs, but primarily three eggs (66.6%), and most eggs (54.1%) were oval in shape. The eggs had as base color a matt to semi-glossy white with a large variability of markings, ranging from almost no marks to a several irregular dots or blotches, reddish to reddish brown, sometimes forming wreathed or capped patterns. It is not certain if one or both adults incubate. The average incubation period was 18.0 days (17-19) and the nestlings departed from the nest between 13-15 days, the Ti, period was 7.3 days, and the growth constant was K = 0.602. On average, the body mass of nestlings at hatching was 3.3 g, and the maximum acquired was 31.8 g at 13 days of age. The observed nestling diet was mainly ground-dwelling insects indicating ground feeding of the parental birds. Adults feed on insects but during autumn there was a dietary shift to largely maiten (Maytenus boaria) fruits. Most mortality 37.8% occurred at the egg stage. The total reproductive success was","Marin, Manuel; Nat Hist Museum Los Angeles Cty, Sect Ornithol, 900 Exposition Blvd, Los Angeles, CA, 90007, USA, USA.",mma95@hotmail.com,,,,,"Zoology; Reproductive Biology",1075-4377,,"Reproduction; Land zones; Neotropical region; South America","Xolmis pyrope [Reproduction / Breeding biology / ] [Chile / Central / natural history].","Birds; Chordates; Vertebrates","Animalia, Chordata, Vertebrata, Aves, Passeriformes, Tyrannidae","Xolmis pyrope (Tyrannidae).",,ZOOREC:ZOOR15106037243,,,,,2018/06/21
J,ZOOR14908032058,Article,"Insects associated to heliconias cultivated in Southern Bahia.","Insetos associados as heliconias cultivadas no Litoral Sul da Bahia.","de Mattos Sobrinho, Catarina Cotrim; da Silveira, Arlete Jose; Castellani, Maria Aparecida; Pereira, Norma Eliane; Leao Bittencourt, Maria Aparecida",,,,Magistra,24,,,57-62,2012/12/01,2012,,,,Portuguese,0,2,"Heliconia plants have favorable commercial characteristics however inadequate management along with precipitation, humidity and temperature may favor the occurrence of insects, limiting production and decreasing quality of inflorescence. With the continued expansion of the tropical flower industry in Southern Bahia, Brazil, this study aimed to identify the major insect species in heliconia production in the region. Monthly samples from commercial heliconia productions in six municipalities of Southern Bahia (13[degree] 21' a 14[degree] 58' latitude South and 39[degree] 04' a 39[degree] 27' longitude West) were collected during August 2006 to June 2007. Samples of five vegetative stocks, two reproductive stocks and roots as well as insects were collected by entomological net, per plant. Insect triage of the collected material was done under a stereoscope (40x) at the Entomology Laboratory at the Universidade Estadual de Santa Cruz - UESC. A total of 45 insect families distributed in eight orders were identified. The occurrence of the mealy bug Dysmicoccus sp. was detected in Heliconia rostrata and H. latispath cv 'She' and var. 'Golden Torch'. The weevil, Metamasius hemipterus L., was found in rhizomes and stems of H. Rostrata and H. wagneriana, var. 'Alan Carle' and cv. 'Fire Bird'. The grasshopper, Tropidacris collaris (Stoll), was most often found on H. psittacorum (L.) (cv. 'Red Opol') as well as on 'Alan Carle' and 'Golden Torch', causing defoliation. Species of grasshoppers of the genus Cornops were observed on heliconia leaves. Additionally, Opsiphanes sp., Antichloris sp., Anartia jatrophae L. and Argyreuptychia sp. (Lepidoptera) were detected in collected samples and caterpillars were found on inflorescences, causing defoliation and irreversible damage to flowers. Because of the importance of the tropical flowers growing in the region, the results found in the studies will contribute to the crop management.","Leao Bittencourt, Maria Aparecida; Univ Estadual Santa Cruz, Dept Ciencias Agr & Ambientais, Rod Ilheus Itabuna,Km 16, Ilheus, BA, Brazil, Brazil.",malbitte@uesc.br,,,,,"Environmental Sciences & Ecology; Zoology",0102-5333,,"Ecology; Habitat; Man made habitat; Land zones; Neotropical region; South America","Insecta [Population dynamics /  / ] [Cultivated land habitat / Heliconias farm / ] [Brazil / Bahia / ].","Arthropods; Insects; Invertebrates","Animalia, Arthropoda","Insecta (Arthropoda).",,ZOOREC:ZOOR14908032058,,,,,2018/06/21
